speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName
Batrachus borealis	synonym	5429	Halobatrachus didactylus	Actinopteri	Batrachoidiformes	Batrachoididae	Halobatrachus	Lusitanian toadfish
Batrachus conspicillum	synonym	5429	Halobatrachus didactylus	Actinopteri	Batrachoidiformes	Batrachoididae	Halobatrachus	Lusitanian toadfish
Batrachus didactylus	synonym	5429	Halobatrachus didactylus	Actinopteri	Batrachoidiformes	Batrachoididae	Halobatrachus	Lusitanian toadfish
Batrachus guentheri	synonym	5429	Halobatrachus didactylus	Actinopteri	Batrachoidiformes	Batrachoididae	Halobatrachus	Lusitanian toadfish
Batrachus planifrons	synonym	5429	Halobatrachus didactylus	Actinopteri	Batrachoidiformes	Batrachoididae	Halobatrachus	Lusitanian toadfish
Batrachus punctatus	synonym	5429	Halobatrachus didactylus	Actinopteri	Batrachoidiformes	Batrachoididae	Halobatrachus	Lusitanian toadfish
Batrachus punctulatus	synonym	5429	Halobatrachus didactylus	Actinopteri	Batrachoidiformes	Batrachoididae	Halobatrachus	Lusitanian toadfish
Belone belone	accepted name	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone acus	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone bellone	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone belone belone	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone belone gracilis	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone cornidii	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone gracilis	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone linnei	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone longirostris	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone rostrata	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone undecimradiata	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Belone vulgaris	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Esox belone	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Hemiramphus balticus	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Hemiramphus behnii	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Hemiramphus europaeus	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Hemiramphus obtusus	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Macrognathus scolopax	synonym	47	Belone belone	Actinopteri	Beloniformes	Belonidae	Belone	Garfish
Cheilopogon heterurus	accepted name	1029	Cheilopogon heterurus	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Mediterranean flyingfish
Cheilopogon heterurus heterurus	synonym	1029	Cheilopogon heterurus	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Mediterranean flyingfish
Cypselurus heterurus	synonym	1029	Cheilopogon heterurus	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Mediterranean flyingfish
Exocetus procne	synonym	1029	Cheilopogon heterurus	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Mediterranean flyingfish
Exocoetus heterurus	synonym	1029	Cheilopogon heterurus	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Mediterranean flyingfish
Exocoetus maculipinnis	synonym	1029	Cheilopogon heterurus	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Mediterranean flyingfish
Exocoetus procne	synonym	1029	Cheilopogon heterurus	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Mediterranean flyingfish
Scomberesox saurus	accepted name	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Belone saurus	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Esox saurus	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Grammiconotus bicolor	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Sayris bimaculatus	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Sayris hians	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Sayris maculata	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Sayris recurvirostra	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Sayris serrata	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scomberesox camperi	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scomberesox camperii	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scomberesox equirostrum	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scomberesox saurus saurus	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scomberesox scutellatum	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scomberesox storeri	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scombeserox saurus	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scombresox rondeleti	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scombresox rondeletii	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Scombresox saurus	synonym	1084	Scomberesox saurus	Actinopteri	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury
Beryx decadactylus	accepted name	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Actinoberyx jugeati	synonym	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Actinoberyx longipinnis	synonym	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Actinoberyx pozzi	synonym	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Beryx borealis	synonym	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Beryx delphini	synonym	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Beryx dodecadactylus	synonym	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Beryx longipinnis	synonym	1319	Beryx decadactylus	Actinopteri	Beryciformes	Berycidae	Beryx	Alfonsino
Callionymus lyra	accepted name	23	Callionymus lyra	Actinopteri	Callionymiformes	Callionymidae	Callionymus	Dragonet
Callionymus dracunculus	synonym	23	Callionymus lyra	Actinopteri	Callionymiformes	Callionymidae	Callionymus	Dragonet
Callionymus elegans	synonym	23	Callionymus lyra	Actinopteri	Callionymiformes	Callionymidae	Callionymus	Dragonet
Callionymus sueurii	synonym	23	Callionymus lyra	Actinopteri	Callionymiformes	Callionymidae	Callionymus	Dragonet
Uranoscopus micropterygius	synonym	23	Callionymus lyra	Actinopteri	Callionymiformes	Callionymidae	Callionymus	Dragonet
Callionymus maculatus	accepted name	1807	Callionymus maculatus	Actinopteri	Callionymiformes	Callionymidae	Callionymus	NA
Callionymus cithara	synonym	1807	Callionymus maculatus	Actinopteri	Callionymiformes	Callionymidae	Callionymus	NA
Callionymus maculates	synonym	1807	Callionymus maculatus	Actinopteri	Callionymiformes	Callionymidae	Callionymus	NA
Callionymus maculatus atlantica	synonym	1807	Callionymus maculatus	Actinopteri	Callionymiformes	Callionymidae	Callionymus	NA
Callyonimus maculatus	synonym	1807	Callionymus maculatus	Actinopteri	Callionymiformes	Callionymidae	Callionymus	NA
Trachinotus ovatus	accepted name	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Caesiomorus glauca	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Caesiomorus glaucus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Caranx glaucus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Centronotus binotatus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Centronotus ovalis	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Gasterosteus ovatus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Glaucus rondeletii	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Lichia glauca	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Lichia glaucus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Lichia tetracantha	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Scomber glaucus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Trachinotus glauous	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Trachinotus madeirensis	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Trachynotus glaucus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Trachynotus ovatus	synonym	1773	Trachinotus ovatus	Actinopteri	Carangiformes	Carangidae	Trachinotus	Pompano
Trachurus trachurus	accepted name	1365	Trachurus trachurus	Actinopteri	Carangiformes	Carangidae	Trachurus	Atlantic horse mackerel
Caranx trachurus	synonym	1365	Trachurus trachurus	Actinopteri	Carangiformes	Carangidae	Trachurus	Atlantic horse mackerel
Scomber trachurus	synonym	1365	Trachurus trachurus	Actinopteri	Carangiformes	Carangidae	Trachurus	Atlantic horse mackerel
Trachurus europaeus	synonym	1365	Trachurus trachurus	Actinopteri	Carangiformes	Carangidae	Trachurus	Atlantic horse mackerel
Trachurus vulgaris	synonym	1365	Trachurus trachurus	Actinopteri	Carangiformes	Carangidae	Trachurus	Atlantic horse mackerel
Remora remora	accepted name	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis borboniensis	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis bourboniensis	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis nubifera	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis parva	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis postica	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis remeligo	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis remiligo	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis remora	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis remoroides	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Echeneis squalipeta	synonym	1751	Remora remora	Actinopteri	Carangiformes	Echeneidae	Remora	Shark sucker
Xiphias gladius	accepted name	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Phaethonichthys tuberculatus	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Tetrapterus imperator	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xiphasia gladius	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xiphias estara	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xiphias gladius estara	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xiphias imperator	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xiphias rondeletii	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xiphias rondeletti	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xiphias thermaicus	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Xyphias gladius	synonym	226	Xiphias gladius	Actinopteri	Carangiformes	Xiphiidae	Xiphias	Swordfish
Astronotus ocellatus	accepted name	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Acara compressus	synonym	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Acara hyposticta	synonym	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Astronotus ocellatus ocellatus	synonym	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Astronotus ocellatus zebra	synonym	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Astronotus orbiculatus	synonym	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Cychla rubroocellata	synonym	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Lobotes ocellatus	synonym	3612	Astronotus ocellatus	Actinopteri	Cichliformes	Cichlidae	Astronotus	Oscar
Alosa alosa	accepted name	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alausa vulgaris	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alosa alosa alosa	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alosa communis	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alosa cuvieri	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alosa cuvierii	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alosa rusa	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alosa vulgaris	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Clupea alosa	synonym	101	Alosa alosa	Actinopteri	Clupeiformes	Clupeidae	Alosa	Allis shad
Alosa fallax	accepted name	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa fallax balticus	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa fallax fallax	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa fallax nilotica	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa fallax rhodanensis	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa ficta	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa finta	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa finta nilotica	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa finta rhodanensis	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa minor	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Alosa squamopinnata	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Clupea fallax	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Clupea finta	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Clupea nilotica	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Clupea rufa	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Clupea sardinella	synonym	5355	Alosa fallax	Actinopteri	Clupeiformes	Clupeidae	Alosa	Twaite shad
Clupea harengus	accepted name	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea alba	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea atlanticus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea borealis	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea britannicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea caledonicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea cimbricus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea elongata	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea frisius	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea halec	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengula	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus atlanticus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus borealis	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus britannicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus caledonicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus cimbricus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus frisius	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus harengus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus islandicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus ivernicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus membras	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus norvegicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus scandicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus scoticus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea harengus septemtrionalis	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea islandicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea ivernicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea leachii	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea membras	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea minima	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea norvegivus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea scandicus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea scoticus	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
Clupea septemtrionalis	synonym	24	Clupea harengus	Actinopteri	Clupeiformes	Clupeidae	Clupea	Atlantic herring
